Count_of_Loans,Count_of_Late_Payments,Count_of_Loan_Enquiries,Existing_Loan_Balance,Credit_History_Length_Years,Defaulter
6,1,7,50000.0,16,1
8,3,1,1810855.5,17,1
8,0,1,1630191.72,8,1
9,4,3,596317.79,11,1
1,2,3,906272.43,6,1
1,4,0,1447168.95,22,1
3,5,7,475721.45,20,1
3,2,3,1120394.6,15,1
10,0,3,1303641.07,9,1
8,4,2,1433957.84,16,1
10,2,1,819967.85,5,1
1,5,5,50000.0,2,1
2,2,2,1509829.74,7,1
2,4,1,610983.03,12,1
3,4,2,184446.5,11,1
6,1,1,405488.38,17,0
1,2,1,50000.0,8,0
2,3,5,853533.69,1,1
1,4,4,608620.37,12,1
5,2,2,722283.37,6,1
7,7,3,941913.02,17,1
8,2,3,380017.49,22,0
10,2,5,803446.97,10,1
1,2,1,571959.55,3,0
7,2,6,1444405.32,13,0
5,3,3,515224.12,8,1
10,1,4,50000.0,21,1
1,1,5,1669937.48,17,1
3,2,3,1388349.44,5,0
7,0,2,1164309.86,22,0
10,1,3,1130565.0,7,1
1,5,5,927275.88,3,1
7,3,3,388717.12,6,1
5,3,2,1041461.95,14,1
1,5,1,120688.59,9,0
1,3,2,492072.63,23,0
1,5,8,218485.9,17,0
9,3,6,50000.0,9,0
3,3,2,589713.09,13,0
5,0,5,314840.13,16,1
10,4,0,1219258.22,11,1
9,1,2,958144.33,5,1
6,2,2,505220.76,17,1
9,3,4,547057.36,16,0
8,5,2,1464824.47,23,0
8,0,5,305256.09,5,1
1,1,2,171696.63,19,0
9,1,4,975507.35,10,1
6,0,2,842471.82,12,1
9,0,2,998852.22,19,0
3,0,1,240604.16,21,0
3,2,4,592283.18,7,1
6,2,4,242246.01,6,1
9,2,3,1277878.12,13,1
7,5,2,401574.72,21,0
3,2,2,672998.36,19,1
3,5,5,1011974.12,20,0
2,3,1,1042150.8,16,1
9,5,3,273484.55,11,1
3,5,5,1407408.11,10,1
5,2,5,767914.25,15,1
9,4,5,906878.18,7,1
8,2,4,385769.09,2,0
2,2,1,940149.07,25,1
3,2,3,621169.43,18,0
2,4,4,854732.66,25,1
8,4,5,249851.63,16,1
6,1,3,207991.92,4,0
6,3,4,258659.73,10,1
9,3,7,972845.99,5,1
8,3,4,941108.02,22,0
4,3,5,1560862.63,11,1
4,1,3,1258870.06,16,1
9,2,3,523352.37,9,1
1,3,2,1142538.71,17,1
2,2,3,888889.88,12,1
2,1,1,50000.0,14,0
6,5,4,885525.91,15,1
4,3,7,803481.5,5,1
10,0,0,775671.84,5,1
3,2,3,813086.33,4,1
3,1,3,843648.27,23,0
3,1,4,438621.81,8,1
6,1,4,1189101.06,22,0
8,2,3,117096.98,24,1
7,2,3,666580.32,22,0
4,1,4,1146963.5,5,1
4,1,3,1052051.99,19,0
10,4,2,895759.57,12,0
2,3,1,361943.71,7,0
1,3,3,778314.92,24,0
9,2,6,1066428.98,6,1
2,1,5,732901.98,24,0
8,3,0,587290.5,19,0
9,2,1,834343.25,25,0
4,2,4,556955.33,6,1
8,5,6,1034954.73,1,1
9,1,1,622741.45,1,1
10,3,1,968717.13,5,1
10,3,3,557077.56,16,1
5,2,5,762963.37,15,0
7,5,3,645332.11,10,1
10,2,4,691618.32,19,0
4,3,3,890913.34,7,1
1,2,6,1266478.51,16,0
3,3,1,942862.92,5,1
5,0,1,1038348.07,14,1
3,0,2,569265.45,16,0
7,2,2,470553.01,8,1
9,2,2,147670.25,17,0
6,3,2,1082605.95,8,1
10,6,1,1019589.88,13,1
1,3,4,398076.77,3,1
7,4,5,515876.16,8,1
3,2,3,1609834.81,5,1
5,1,1,1430696.24,11,1
10,3,4,854995.87,4,1
4,1,1,464189.8,3,0
10,1,0,492653.6,18,1
5,4,2,904191.51,5,1
5,1,2,801853.73,13,0
6,2,0,1340998.22,24,0
10,1,4,984186.81,19,0
10,0,4,1789313.67,10,0
6,1,3,50000.0,24,0
8,3,6,732517.55,25,1
8,4,3,1361537.73,25,1
9,2,1,444044.08,9,1
8,2,3,1324219.42,24,1
2,3,3,1446714.38,6,1
10,3,0,868687.7,22,0
1,6,5,1357150.15,6,1
10,1,4,1110304.26,22,0
2,1,6,144380.18,18,0
2,2,2,952571.69,21,0
3,3,7,911234.63,9,1
10,3,2,50000.0,5,1
7,3,1,758950.83,1,1
2,1,1,699589.75,9,1
1,3,6,1251339.24,19,1
6,4,5,770951.89,19,0
9,4,3,998316.23,15,1
3,4,5,286476.57,21,0
6,2,8,441917.11,5,1
3,0,4,937356.26,18,0
1,2,6,878338.79,6,0
5,3,2,643132.92,9,1
10,2,2,744879.9,19,1
4,2,3,1244038.38,21,1
7,3,4,402246.52,2,1
6,4,4,618014.15,22,1
10,4,5,1501566.37,19,1
7,1,4,687583.11,6,1
5,1,5,732347.7,3,1
4,1,1,610226.13,21,0
7,3,2,1265099.53,16,1
7,2,3,1083165.54,5,1
6,3,4,1698398.02,23,1
8,4,2,681134.0,20,1
4,2,2,1035650.39,20,0
10,0,0,910458.52,5,1
5,4,8,1255682.27,9,1
4,1,3,203218.49,25,0
1,2,5,329149.63,10,1
8,6,1,114344.55,20,0
1,2,4,939493.55,14,1
5,2,7,778160.07,21,1
6,1,4,676515.52,7,1
6,5,6,893457.56,23,1
5,10,3,915989.26,1,1
3,1,5,903020.47,15,1
5,2,4,1058034.29,3,1
8,5,4,781064.69,6,1
2,3,1,544941.37,11,1
6,4,4,756745.23,17,1
9,1,0,957457.75,17,0
8,3,5,983805.7,25,1
8,5,2,517338.16,13,1
8,1,3,629188.66,14,1
7,5,4,586890.55,15,1
8,2,0,902508.66,20,1
6,5,3,590446.21,17,0
2,3,3,1034600.32,24,1
2,5,3,586256.71,8,1
8,3,1,226693.8,11,1
1,1,5,1422793.9,19,1
6,3,9,560562.32,9,1
6,4,2,980629.99,21,1
4,3,0,623679.64,22,0
10,3,2,668599.24,20,0
3,2,6,782853.85,13,1
3,2,1,1094570.56,7,1
1,2,3,281438.74,3,1
3,0,1,1681600.18,23,1
4,2,3,781220.47,3,1
5,5,1,1113816.65,25,0
3,2,3,581546.52,2,1
6,0,3,1032437.32,2,0
5,0,3,692099.32,23,1
3,1,4,824981.65,14,0
6,2,4,1224064.78,23,1
6,1,3,117360.79,13,1
8,1,3,704490.27,22,0
2,3,1,426548.43,19,1
1,1,3,1210345.34,7,1
4,1,2,746946.44,20,0
7,2,5,1396322.54,8,0
10,2,3,1682210.96,11,1
3,1,8,269179.05,12,1
3,1,3,183578.3,2,0
5,1,5,316259.01,21,0
5,2,3,891094.89,1,1
10,3,5,1103503.59,11,1
3,3,3,50000.0,9,0
9,3,3,1137922.95,20,1
4,3,2,1465369.66,14,1
3,1,4,943041.45,14,1
2,3,2,50000.0,9,1
10,4,2,1047511.83,16,1
9,1,1,600866.19,1,1
4,2,4,496649.84,8,0
3,5,8,999181.44,23,1
7,3,2,1256795.16,6,0
8,1,3,471606.04,21,0
2,9,2,937867.12,5,1
7,1,3,1535538.15,15,1
5,0,1,881574.69,2,1
5,2,4,52107.76,19,0
3,3,6,1362718.57,1,1
5,3,2,846454.22,17,1
2,2,2,866342.6,4,1
4,1,3,1270858.9,18,0
6,4,3,1145748.57,2,1
1,1,4,829685.64,19,0
10,3,9,1199426.79,16,1
4,4,3,1108717.21,7,1
6,1,1,418939.67,15,0
9,2,4,741020.24,3,1
2,3,2,1524591.07,5,1
7,1,3,332693.64,15,0
6,0,5,1439453.84,8,1
2,2,1,1154809.39,19,1
8,0,2,634644.49,3,0
7,3,5,568838.6,1,1
5,4,3,431147.29,15,1
5,1,2,1029740.83,23,0
7,0,4,1066286.31,20,1
9,1,1,367068.51,4,1
9,4,3,423986.32,17,1
9,3,4,1210593.64,19,1
6,3,2,1272842.79,6,1
10,5,4,944341.95,24,1
6,0,2,678193.48,5,1
3,4,1,423005.64,14,0
1,2,1,620768.69,14,1
7,3,3,897195.15,23,0
4,2,1,688530.23,5,1
1,3,1,388062.67,22,0
8,4,9,793017.05,14,1
6,3,0,741499.7,12,1
6,1,6,1419523.72,14,1
2,2,3,480828.6,1,1
1,2,3,751370.17,19,0
2,1,4,455186.0,6,1
4,6,4,711708.52,15,1
2,5,3,655246.1,9,1
1,0,4,960371.29,20,0
7,1,3,581402.69,18,0
8,3,7,950209.66,4,1
6,3,3,1180828.86,14,1
4,2,2,577143.51,16,1
6,3,1,657062.13,5,0
3,1,1,334760.58,22,0
8,4,3,858994.55,25,1
10,1,3,882521.55,9,1
2,2,5,315831.24,1,0
5,2,5,1013722.88,5,1
1,0,1,607632.79,1,1
6,4,6,338461.59,18,1
2,5,2,899734.95,2,1
4,1,4,807797.47,19,0
6,6,7,987794.22,24,1
10,2,2,483530.63,8,1
8,2,2,505123.71,17,0
8,3,3,869459.77,11,0
6,2,3,377151.4,10,1
4,3,3,1295548.85,21,1
8,3,5,1540760.63,6,0
8,3,3,50000.0,15,1
10,3,3,1184490.93,1,1
1,4,1,382155.1,14,0
4,3,2,1024722.01,21,0
4,4,4,621730.25,3,1
7,2,6,1014627.09,13,1
7,3,4,650592.34,2,1
8,1,1,778638.23,11,0
5,1,4,71662.71,21,0
7,4,1,1843755.16,9,1
8,3,5,314436.14,7,1
9,3,0,650101.85,5,0
3,2,3,1190484.24,4,1
3,2,1,1637650.0,14,1
4,2,4,1494580.86,5,1
5,1,4,50000.0,19,0
10,4,4,1166993.48,19,1
1,6,2,953111.44,25,1
7,3,4,1092483.93,22,1
9,0,3,507764.95,7,1
8,3,1,1032294.06,7,1
5,0,4,1099887.27,16,0
4,3,4,924119.12,7,1
7,3,0,1305127.06,4,1
5,4,2,633327.85,24,1
7,1,2,1055387.93,19,1
1,1,4,601120.16,10,1
1,3,3,925196.82,19,1
10,2,5,599511.9,12,0
3,2,7,866176.83,16,1
2,1,2,1215934.42,4,1
2,2,4,852346.91,16,1
7,2,4,329136.79,6,1
10,3,3,617787.39,18,1
2,3,1,1156375.04,25,1
4,2,1,984035.45,12,0
2,3,3,1057027.18,4,1
6,2,1,101512.8,10,1
8,0,2,359749.09,12,1
10,1,5,1442165.04,1,1
4,4,5,1425830.62,15,1
5,1,1,1037470.54,7,0
4,1,4,1230662.2,2,1
3,1,1,90551.94,15,0
5,3,1,1009718.38,20,1
9,2,5,50000.0,25,0
8,1,0,1313230.47,3,1
8,2,2,1189530.53,1,1
8,1,2,434981.74,4,1
8,2,4,708348.6,8,1
7,2,5,1198280.7,10,1
8,4,3,613447.02,4,1
8,1,3,295321.29,22,0
8,2,1,1666187.05,10,1
10,4,2,1203825.94,6,1
7,2,4,1016314.7,17,0
1,2,4,941862.78,23,1
4,2,4,1044195.06,5,1
4,2,1,752637.79,11,0
5,1,5,729752.93,21,1
10,1,1,830535.87,23,0
6,3,2,1191538.37,25,0
4,1,4,753621.63,11,1
2,1,4,934262.87,25,0
6,0,4,924238.78,7,1
8,1,3,770524.48,3,1
8,2,2,669080.25,5,1
7,4,4,793648.54,9,1
6,2,4,1481801.13,13,1
2,2,5,936479.88,2,1
7,1,2,1637172.99,7,1
5,3,3,1035681.81,12,1
6,3,2,182636.31,7,1
10,0,0,834740.12,1,1
8,1,2,424311.2,5,1
8,4,3,1424774.87,12,1
3,3,2,386956.22,8,1
7,1,5,812739.31,17,0
1,0,5,164378.34,18,1
1,4,3,937860.44,11,1
7,1,1,951953.92,4,1
10,2,1,1292804.3,15,0
9,6,4,1079108.17,18,1
7,5,4,555503.93,14,1
10,1,2,1689573.59,17,1
5,5,6,730496.41,15,1
8,2,3,50000.0,1,1
2,2,2,660154.33,18,0
9,1,2,969680.24,14,0
6,0,3,970096.55,16,0
9,5,1,1290262.29,10,1
2,1,6,398443.31,3,1
3,4,4,1098555.29,14,1
8,5,2,676794.16,18,1
1,1,7,50000.0,13,1
10,4,4,1002962.22,25,0
7,0,3,439050.08,14,1
7,2,2,759858.13,25,0
1,4,2,905604.97,5,1
9,1,4,50000.0,12,1
8,2,4,1256319.44,4,1
4,7,5,515299.71,15,1
10,1,0,579386.8,23,0
5,3,3,935559.66,18,1
2,1,3,50000.0,8,1
9,2,3,1203518.56,4,0
6,2,2,764533.17,13,0
3,5,0,1458704.14,25,1
7,2,1,666685.68,10,0
9,4,1,50000.0,19,0
3,0,3,265334.07,16,0
2,1,3,758609.86,9,0
7,3,2,366064.49,19,0
7,2,3,81969.94,12,1
4,2,2,861880.41,3,1
9,3,2,587650.81,23,1
8,2,2,550083.35,5,0
1,1,6,350094.21,21,0
1,5,1,1025601.49,3,1
5,5,1,502494.33,5,1
6,3,0,248236.29,23,1
3,3,3,896803.61,11,1
9,3,3,557802.47,7,1
10,5,1,531142.13,2,1
6,2,6,787020.57,18,0
4,3,4,1032562.15,3,1
7,4,3,454654.9,10,1
8,3,3,808275.69,16,0
9,3,4,972406.24,19,1
6,2,4,1285633.59,6,1
6,1,5,792044.43,2,1
8,0,1,481302.53,7,1
5,2,2,527901.23,23,1
3,5,6,1580216.71,21,1
3,4,6,1077203.5,2,1
6,3,0,848935.7,25,1
2,2,1,780033.09,23,0
6,5,4,341229.81,6,1
6,2,4,790461.37,1,1
8,3,4,725753.95,14,1
7,0,3,542989.17,1,1
8,1,3,524087.02,18,0
9,3,0,1099748.54,22,1
6,3,5,489208.13,23,0
3,1,2,50000.0,14,0
10,5,3,864182.29,23,1
3,5,3,558975.34,13,0
1,4,3,944591.93,12,1
5,5,1,511771.64,12,1
4,4,4,492402.33,24,1
9,1,0,819606.04,19,0
9,4,3,933141.03,3,1
5,1,1,996130.63,18,1
10,2,3,612256.0,4,1
4,2,1,723837.74,15,1
7,4,4,1606128.58,16,1
6,2,4,754181.53,19,1
4,3,3,1347664.03,8,1
10,1,5,582182.22,22,0
2,5,0,1045076.16,22,0
1,2,2,1344997.29,11,1
4,1,3,1361174.2,4,1
4,3,7,57159.55,23,0
1,3,4,1521047.48,16,1
6,3,2,610439.31,16,0
4,2,2,601815.08,20,0
1,2,5,618303.62,15,1
1,2,2,1644204.37,18,0
1,1,3,713708.57,1,1
8,2,3,741983.88,4,0
10,3,3,826057.24,12,1
8,0,9,863487.85,12,1
2,5,5,1040749.74,17,1
7,4,4,501675.64,24,1
8,4,2,928040.72,23,1
8,0,1,325183.59,17,0
10,2,3,422215.1,7,1
7,2,5,864851.71,16,1
5,2,0,1071497.48,24,0
1,2,3,1576734.06,13,0
9,0,4,388121.27,15,1
7,0,5,1234291.86,21,0
2,2,3,316968.42,23,1
6,3,2,356416.87,20,0
2,0,3,779182.46,13,0
1,3,3,1250245.72,15,1
7,2,1,846135.64,5,1
2,1,2,936505.7,14,0
2,1,2,1140941.23,19,0
5,3,4,887946.27,24,0
5,2,2,1287725.96,4,1
7,2,3,935394.92,9,1
1,1,3,1819123.71,9,1
8,5,1,787815.47,11,1
3,1,4,1026104.81,17,1
4,3,4,655329.92,14,0
9,2,2,344277.31,3,1
4,3,2,50000.0,15,1
10,2,5,50000.0,25,1
5,3,1,733755.24,6,1
7,4,1,1547699.33,7,1
4,3,4,1174270.51,2,1
1,0,2,951824.96,15,0
9,2,2,649451.16,3,1
4,1,2,1289063.91,17,0
9,1,2,1122904.04,19,0
6,2,0,192050.48,2,1
1,1,3,1162217.66,7,1
3,1,8,548580.41,20,0
2,2,3,855345.98,18,0
9,3,1,355718.17,1,1
1,1,3,1589668.19,1,1
9,3,4,361265.81,5,1
9,2,2,1190935.58,3,1
8,3,3,1295816.94,23,1
8,4,3,999026.68,1,0
1,2,4,922769.33,11,1
8,2,6,526139.76,11,1
10,1,5,732364.39,17,0
3,2,6,345457.64,22,0
7,1,3,1014978.56,7,1
1,1,1,988526.9,23,0
1,3,2,526463.51,22,1
10,3,4,904048.58,21,0
5,1,2,843745.61,4,1
5,3,2,484947.91,8,0
8,2,0,795918.34,11,1
7,2,2,1724894.15,20,1
8,2,3,597002.07,2,0
6,2,3,176695.42,6,1
6,3,3,331713.58,25,0
2,3,1,736660.1,23,0
6,2,0,1007113.8,9,1
5,3,3,406726.46,7,1
3,3,3,926735.83,15,1
6,0,2,631597.84,5,0
8,2,1,722832.52,20,0
9,4,1,104057.87,12,1
1,3,5,686128.08,5,1
3,3,4,339928.53,6,1
3,3,3,868899.25,16,1
8,1,3,788040.86,25,1
1,3,6,1635456.74,9,1
5,1,6,544280.67,12,1
3,3,4,1181547.49,22,1
2,0,2,836363.45,22,1
8,4,0,1257607.98,12,1
3,2,4,1620399.03,1,1
7,4,8,729725.6,13,1
1,2,1,639845.22,11,0
6,1,2,824986.33,20,0
3,4,1,50000.0,10,1
8,0,0,840057.2,12,0
6,3,7,380215.7,8,0
2,2,1,584877.86,23,0
6,1,3,606281.08,4,1
7,4,2,1120296.55,21,0
5,6,4,810804.59,14,1
3,2,5,615398.87,1,1
4,1,2,566171.29,4,1
4,0,2,615451.87,15,0
6,2,4,1415719.26,23,1
10,1,2,574503.67,12,1
1,2,1,1208840.3,20,0
4,2,1,600391.86,18,0
10,2,2,50000.0,16,0
4,1,4,50000.0,2,0
10,3,4,482309.16,24,0
1,4,1,1189057.9,16,0
9,1,2,631778.16,3,1
4,3,1,393194.27,11,0
7,3,6,697713.14,24,1
3,3,3,1044617.2,7,1
10,3,1,424615.73,11,1
3,2,1,819350.36,14,1
8,5,0,455905.03,13,1
8,6,3,1305659.04,23,1
1,2,3,1573384.76,25,0
10,2,1,988363.88,25,0
2,0,2,417214.78,13,0
8,3,0,542989.47,12,0
1,1,1,727387.48,3,1
8,3,5,50000.0,6,1
8,2,2,1147182.18,25,0
2,4,3,50000.0,9,1
4,3,1,71901.48,17,0
6,0,6,455228.45,21,0
9,2,3,291613.56,18,0
8,2,3,1167525.7,14,1
8,4,4,794100.31,4,1
7,1,3,827582.85,18,1
9,2,6,1050142.15,10,1
2,2,3,1653241.56,16,0
3,2,1,459269.99,12,1
10,2,3,769487.69,19,1
8,1,3,1173925.17,22,1
6,1,2,300341.91,12,1
10,3,2,1059500.93,12,1
9,1,3,362510.86,25,1
10,2,1,861423.75,25,0
4,4,2,818612.19,14,1
8,1,2,681249.88,13,1
10,1,1,388079.11,7,1
3,3,3,1103958.0,23,1
3,2,0,1048981.99,9,0
8,4,1,394990.76,1,1
5,3,2,1265246.21,7,1
3,0,1,966091.97,9,0
10,3,7,1170400.34,12,1
1,3,5,378666.38,24,0
3,2,1,560883.9,4,0
9,3,2,505726.63,24,1
5,0,3,1308603.02,17,0
10,3,5,808504.09,12,1
2,4,4,434284.04,5,1
7,4,6,550422.21,10,1
2,4,3,184750.78,23,1
4,0,0,1267971.98,14,1
7,4,2,1427234.64,2,1
4,3,4,125962.34,16,0
7,4,4,691879.8,8,1
7,1,0,567251.19,24,0
1,4,6,374539.92,18,1
6,1,3,897030.55,20,0
9,5,7,1506202.96,11,1
2,4,2,943021.27,25,0
3,0,4,2500000.0,13,1
10,2,5,976894.98,19,1
5,4,7,806940.15,17,1
9,1,2,484972.74,23,1
4,4,4,1332907.37,13,1
1,2,2,712827.86,3,1
4,3,4,1051638.58,12,1
6,1,2,728635.58,16,0
5,5,2,1067790.31,11,1
1,3,4,50000.0,9,0
4,6,2,1251379.35,19,1
6,2,4,1089209.06,13,1
10,2,3,459324.96,17,0
10,3,3,939776.65,2,1
4,3,2,690894.6,6,1
9,2,3,50000.0,18,0
5,3,6,179823.72,5,1
8,3,1,570108.77,13,0
9,3,3,469243.79,16,1
10,3,2,940800.28,14,1
5,1,2,1247088.54,3,1
6,1,1,614276.14,14,0
1,1,3,593623.19,21,0
7,5,4,230481.52,12,1
4,1,3,817631.54,16,0
2,2,6,1055681.59,24,1
5,5,2,473545.18,4,1
3,2,2,953930.64,17,1
6,2,1,1126102.73,14,1
8,1,2,50000.0,10,1
7,3,4,1119687.12,2,1
3,3,1,363488.14,2,0
8,2,1,1098603.1,7,1
2,1,2,1478221.28,24,1
10,2,2,163855.87,22,0
9,3,5,710091.68,5,1
4,3,0,903328.21,4,1
1,1,4,1276027.89,24,0
8,1,4,426354.41,20,0
7,1,7,633952.55,8,1
5,3,5,366052.89,4,0
10,2,2,1027120.95,23,0
5,3,0,50000.0,1,1
7,3,1,1185551.17,4,1
5,2,4,1043492.5,18,1
8,0,1,539376.59,4,1
6,2,4,625051.72,19,1
5,1,1,784597.47,9,1
9,4,1,216087.72,3,1
2,4,4,806863.3,21,1
1,3,0,804289.01,7,1
8,5,6,428968.8,22,1
3,1,1,1398236.33,14,1
7,1,1,123226.98,17,1
10,2,3,566670.88,14,0
8,8,0,1606579.28,1,1
6,1,3,249051.16,4,0
10,5,4,1160933.37,1,1
9,3,1,633130.65,21,0
7,3,4,1170205.76,4,1
10,2,5,783008.64,9,1
5,2,6,1074442.9,25,1
8,2,3,777135.13,22,1
2,3,2,821616.34,5,1
7,2,6,771608.58,14,0
4,5,5,864634.94,25,0
9,3,3,694567.43,21,1
1,3,8,852751.36,5,1
7,2,5,406680.3,5,0
6,1,6,311714.15,19,0
8,2,3,397908.85,4,0
5,7,3,1270702.78,24,1
1,2,5,777805.37,10,1
1,3,5,502023.47,12,0
9,5,0,1204297.63,6,1
10,3,3,501962.26,11,1
6,4,2,50000.0,5,1
10,3,2,860496.93,5,1
5,1,2,611426.71,16,0
1,2,3,388716.51,6,1
6,6,4,1208042.71,9,1
6,0,3,1187545.62,6,1
3,3,5,800965.88,16,1
8,1,4,74569.8,22,0
1,0,5,587647.57,21,0
1,4,4,970696.41,21,0
6,5,3,921722.65,6,1
10,1,3,1052297.95,13,1
1,1,3,697519.85,6,0
6,4,7,535878.46,23,1
1,1,4,923804.99,20,1
6,3,4,900970.47,16,1
3,3,2,750287.72,23,0
8,5,4,1465905.35,13,1
6,0,2,761828.3,16,0
1,2,3,415784.54,22,0
5,1,2,176317.07,21,0
8,5,4,620540.99,12,1
3,3,1,62637.86,11,1
6,3,4,1038814.96,19,1
5,0,6,425107.47,3,0
6,0,6,963183.61,21,1
10,4,6,910630.45,2,1
1,1,3,1429663.05,1,1
7,4,3,769806.42,13,1
9,3,4,1461876.54,3,1
2,2,2,261148.27,24,0
10,2,3,553580.28,6,0
5,2,1,735695.86,2,1
10,1,3,1191915.28,11,1
4,4,3,1759951.56,8,1
6,0,1,50000.0,9,0
6,2,3,1824171.78,12,1
2,2,1,1031736.34,2,0
2,2,4,855699.15,18,1
4,2,4,739028.73,9,1
1,3,2,419048.47,23,0
9,4,5,629413.29,4,1
7,2,2,619006.39,12,1
7,3,4,371411.84,13,1
3,4,4,1083448.14,4,1
3,2,4,595022.95,15,1
1,1,3,946719.57,17,1
3,1,3,1062378.76,8,0
3,1,0,1082574.68,8,1
4,4,3,780774.92,9,1
4,0,3,628206.2,19,0
3,3,3,1170728.92,25,1
10,2,2,1097354.23,10,1
8,4,1,660637.71,11,1
8,3,1,139346.7,14,1
1,2,2,50000.0,3,0
7,4,3,1424578.26,10,1
2,2,0,881349.97,25,0
1,2,3,362239.76,2,1
3,4,5,67549.9,18,0
4,2,1,1287683.92,25,0
6,3,5,726727.29,8,1
10,7,2,1276822.99,3,1
5,1,1,681130.21,8,1
4,2,6,1657863.78,20,1
8,1,2,1261017.2,8,1
4,0,2,280287.16,5,1
10,2,1,1416107.77,2,1
2,2,5,327375.39,10,0
3,3,3,957033.81,25,0
6,1,3,1140601.37,17,1
8,1,5,622603.2,8,0
8,7,1,282857.96,1,1
9,5,1,166109.03,25,0
7,4,3,685325.74,8,1
2,4,5,1088109.96,3,1
8,0,4,992236.94,15,1
7,3,0,864041.28,5,1
8,5,6,801690.88,20,1
3,1,2,822938.23,24,0
7,3,3,321969.73,16,0
10,3,3,1602250.68,6,1
9,1,4,1137077.08,8,1
3,0,2,1183887.71,25,0
10,2,3,575898.42,10,1
6,2,3,739683.5,15,0
2,0,2,656361.03,10,1
2,1,5,838861.06,18,0
5,2,3,1248643.98,12,0
5,4,7,997646.26,11,1
7,2,6,72068.36,2,1
2,4,4,1133307.5,7,1
7,1,2,50000.0,24,0
5,3,0,822352.6,22,1
6,0,2,667873.09,1,1
8,5,3,518583.47,15,1
10,2,2,50000.0,25,0
4,1,0,731517.73,16,1
7,2,0,710687.64,3,1
6,2,1,404228.43,11,1
10,2,0,790173.46,8,0
2,0,3,586787.36,14,0
8,4,4,912686.56,13,1
10,3,2,880392.75,7,1
9,1,4,878178.86,7,1
5,2,2,1270952.9,16,0
10,3,6,50000.0,14,1
4,3,7,591914.77,13,1
6,0,3,458021.9,12,1
8,2,7,806065.36,19,0
3,4,3,1232054.48,15,1
10,1,2,1372156.97,11,0
1,0,1,512418.88,13,0
4,0,4,861551.01,4,1
4,4,2,1273782.78,14,0
1,1,5,220104.55,15,0
9,1,3,50000.0,7,1
3,4,3,981370.31,9,1
5,1,6,1072119.65,2,0
6,1,5,562878.43,7,1
8,3,1,1191933.86,15,0
6,2,2,1337098.35,8,0
3,3,1,827588.31,11,1
6,2,3,883721.19,22,1
1,1,3,431331.97,24,1
4,2,2,1150057.7,18,1
6,3,2,910181.56,13,1
7,3,6,1423929.82,5,1
10,4,7,360701.5,16,1
3,2,2,880701.86,8,1
9,3,3,1143139.12,22,1
7,3,5,1285074.41,10,1
1,4,2,675671.4,5,1
2,2,1,664371.82,12,1
1,1,4,928784.71,4,0
9,3,5,1194162.04,15,1
9,1,5,634035.07,17,1
7,0,4,597080.86,13,0
10,1,1,1171578.59,2,1
3,1,3,770906.07,25,0
5,4,3,263833.99,15,1
4,3,4,808007.32,14,1
7,0,1,692939.98,3,0
9,3,1,1250768.82,16,1
2,0,2,493875.55,15,0
8,2,5,963292.14,3,1
9,0,1,864499.6,25,1
10,1,3,840902.92,5,1
10,4,8,1441226.55,11,1
9,2,4,1519967.67,6,1
10,2,3,1081076.54,12,1
7,6,2,739502.76,9,1
9,4,2,903531.76,25,1
9,2,2,1098418.42,8,1
3,2,3,895883.94,12,1
4,2,6,962921.43,23,0
2,5,1,209149.6,7,1
10,3,2,1198484.49,8,1
3,1,5,1549440.33,14,0
5,3,1,1042407.93,15,1
5,1,3,889902.44,3,1
6,3,4,2220536.13,3,1
7,3,3,428719.17,19,1
7,1,2,1312051.91,17,1
1,0,3,534573.8,18,0
2,2,4,1379434.7,9,1
9,4,3,155118.07,14,1
10,2,2,1385504.78,24,1
2,4,0,1003324.44,9,0
6,2,4,560013.34,22,0
1,0,0,372698.51,4,0
3,2,2,1230914.45,2,1
2,3,3,1818346.23,16,1
3,4,4,911450.45,5,1
5,1,5,679103.21,4,1
10,0,2,1178806.69,3,1
6,1,1,50000.0,1,1
9,2,0,1483244.41,13,1
10,0,5,1051039.38,12,1
4,1,1,1247728.8,21,1
7,5,3,1089924.98,4,1
6,2,4,1143587.91,1,0
2,2,2,652236.8,15,0
10,0,0,435746.65,7,0
8,6,3,150832.76,1,1
7,1,1,1099902.61,11,1
7,2,3,293474.18,10,1
8,2,2,1128557.55,6,1
1,1,4,827258.79,20,0
1,3,3,170184.79,22,1
8,4,7,445760.62,7,1
4,5,3,1612391.74,25,1
5,6,3,1111527.12,6,1
8,6,8,50000.0,8,1
5,3,2,754749.46,10,1
10,4,4,712797.28,19,1
4,3,6,632063.29,20,1
6,1,6,50000.0,2,1
5,1,6,1042657.71,24,1
7,3,2,1094265.95,15,1
10,6,5,432135.74,7,1
7,5,6,50000.0,20,0
4,2,5,806971.47,17,1
5,1,3,1560807.99,19,0
3,6,3,754081.23,9,1
4,0,5,362907.11,7,1
4,4,3,1390503.53,20,1
3,2,1,1503844.58,3,1
10,3,3,575261.65,3,1
5,5,1,1075631.78,11,1
5,2,2,766644.98,4,1
7,1,2,851950.71,9,0
4,1,2,709340.39,6,0
4,6,3,371277.13,13,0
9,3,2,321694.85,2,1
6,2,2,389261.68,25,0
4,2,3,745000.02,18,0
2,1,0,1104508.56,20,0
6,3,1,1513626.9,5,1
2,6,5,902146.09,20,1
